	Cluster_0	Cluster_1	Cluster_2
NRP2	5.462354212454213	5.511834210526316	5.411179428571428
NRROS	6.612784249084249	6.87614561403509	6.342686857142856
NRSN1	5.368104029304029	5.402987719298247	5.451904571428572
NRSN2	7.676897069597069	7.362655263157895	7.940177714285715
NRTN	5.500388644688645	5.76271052631579	5.530712571428571
NRXN1	5.331690842490843	5.345369298245614	5.370498857142858
NRXN2	6.013564835164835	5.828419298245614	5.782284000000001
NRXN3	5.383527472527472	5.364194736842107	5.400781714285714
NSA2	10.46939120879121	10.137850000000002	10.310336
NSD1	6.163416117216117	6.123579824561403	6.2752422857142856
NSDHL	8.15831282051282	8.480197368421052	8.283341142857143
NSF	7.143111721611722	7.032587719298245	7.231174857142857
NSFL1C	8.021452014652013	7.913049122807017	8.10831142857143
NSL1	5.736267032967033	5.721328947368421	5.776226285714286
NSMAF	8.331488644688644	8.610855263157895	8.25166742857143
NSMCE1	9.615547985347986	9.074886842105263	9.734380571428572
NSMCE2	7.8834450549450565	7.975626315789474	8.030792571428572
NSMCE4A	9.28543846153846	9.147040350877191	9.252150857142858
NSMF	7.379490476190476	7.3621298245614035	7.57982
NSUN2	9.108888278388278	9.485985087719298	9.234437714285715
NSUN3	6.192909523809523	6.2693078947368415	6.254005142857143
NSUN4	8.028856043956043	7.51193245614035	8.251410857142858
NSUN5	6.66827032967033	6.763541228070175	6.764406857142858
NSUN5P1	6.655914652014651	6.713623684210527	6.718865714285714
NSUN5P2	6.5883120879120876	6.517698245614035	6.601595428571429
NSUN6	5.866972161172161	5.86811754385965	5.938444
NSUN7	6.355590842490843	6.207187719298247	6.506133714285714
NT5C	9.142476556776556	8.966811403508775	9.242279428571429
NT5C1A	5.3533952380952385	5.367603508771929	5.349556571428572
NT5C1B	6.552735897435898	6.567071929824562	6.565846857142858
NT5C2	8.139442857142857	8.553038596491227	8.101530857142857
NT5C3A	8.486139560439561	8.579448245614035	8.452744
NT5C3B	8.054691208791208	7.919573684210525	8.207413142857142
NT5DC1	6.554157875457876	6.39029649122807	6.663932571428572
NT5DC2	7.768630402930403	8.298033333333333	7.698341142857143
